web_scraper_order,web_scraper_start_url,pagination,smaak,€dag,eiwit,vet,data,kcal,lijn,vezels,textuur,shop,merk,merk2,fosfor,ca:p,intact,castraat,sensitive2,graanvrij2,bio2,ingr2,fosfor2,sensitive,graanvrij,bio,ingr
1773261189-47,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Rund en kalkoen,€ 0.63,42%,57%,1%,0.75,Lucky Cat – Pouch – Saus,4.4%,Saus,Aldi,Aldi,Aldi,NB,NB,4,3,3,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-48,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Rund en kip,€ 0.63,42%,57%,1%,0.75,Lucky Cat – Pouch – Saus,4.4%,Saus,Aldi,Aldi,Aldi,NB,NB,4,3,3,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-49,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kabeljauw en garnalen,€ 0.63,39%,51%,10%,0.75,Lucky Cat – Pouch – Vis,2.2%,Saus,Aldi,Aldi,Aldi,NB,NB,4,3,2,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-50,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Koolvis,€ 0.63,39%,51%,10%,0.75,Lucky Cat – Pouch – Vis,2.2%,Saus,Aldi,Aldi,Aldi,NB,NB,4,3,2,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-51,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Witvis,€ 0.63,39%,51%,10%,0.75,Lucky Cat – Pouch – Vis,2.2%,Saus,Aldi,Aldi,Aldi,NB,NB,4,3,2,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-52,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Zalm en forel,€ 0.63,39%,51%,10%,0.75,Lucky Cat – Pouch – Vis,2.2%,Saus,Aldi,Aldi,Aldi,NB,NB,4,3,2,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-53,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kalkoen,€ 3.76,41%,53%,6%,0.80,Bio Organic – Maintenance,1.1%,Paté,Medpets,Almo Nature,Almo Nature,NB,NB,4,2,2,J,J,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-54,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip,€ 3.76,41%,53%,6%,0.80,Bio Organic – Maintenance,1.1%,Paté,Medpets,Almo Nature,Almo Nature,NB,NB,4,2,2,J,J,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-55,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Rund,€ 3.76,41%,53%,6%,0.80,Bio Organic – Maintenance,1.1%,Paté,Medpets,Almo Nature,Almo Nature,NB,NB,4,2,2,J,J,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-56,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Zalm,€ 1.83,41%,53%,6%,0.80,Bio Organic – Maintenance,1.1%,Paté,Medpets,Almo Nature,Almo Nature,NB,NB,4,2,2,J,J,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-57,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kalkoen,€ 1.15,31%,55%,14%,0.78,Daily – Blik 400,2.2%,Paté,Zooplus,Almo Nature,Almo Nature,NB,NB,3,4,3,J,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-58,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip,€ 1.15,31%,55%,14%,0.78,Daily – Blik 400,2.2%,Paté,Zooplus,Almo Nature,Almo Nature,NB,NB,3,4,3,J,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-59,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Konijn,€ 1.15,31%,55%,14%,0.78,Daily – Blik 400,2.2%,Paté,Zooplus,Almo Nature,Almo Nature,NB,NB,3,4,3,J,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-60,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Rund,€ 1.15,31%,55%,14%,0.78,Daily – Blik 400,2.2%,Paté,Zooplus,Almo Nature,Almo Nature,NB,NB,3,4,3,J,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-61,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Forel,€ 2.11,33%,43%,24%,0.79,Daily – Blik 85g – Chunks,0.5%,Saus,Zooplus,Almo Nature,Almo Nature,NB,NB,3,4,3,J,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-62,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kalkoen en eend,€ 2.23,33%,43%,24%,0.79,Daily – Blik 85g – Chunks,0.5%,Saus,PetsPlace,Almo Nature,Almo Nature,NB,NB,3,4,3,J,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-63,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Rund,€ 1.91,38%,54%,8%,0.87,Daily – Blik 85g – Chunks,2.0%,Saus,Brekz,Almo Nature,Almo Nature,NB,NB,4,3,3,J,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-64,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Eend,€ 2.00,38%,58%,4%,0.88,Daily – Blik 85g – Mousse,2.1%,Mousse,PetsPlace,Almo Nature,Almo Nature,NB,NB,4,3,3,J,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-65,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kalkoen,€ 2.10,44%,53%,3%,0.80,Daily – Blik 85g – Mousse,2.2%,Mousse,Zooplus,Almo Nature,Almo Nature,NB,NB,4,2,2,J,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-66,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip,€ 2.10,44%,53%,3%,0.80,Daily – Blik 85g – Mousse,2.2%,Mousse,Zooplus,Almo Nature,Almo Nature,NB,NB,4,2,2,J,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-67,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Konijn,€ 2.10,44%,53%,3%,0.80,Daily – Blik 85g – Mousse,2.2%,Mousse,Zooplus,Almo Nature,Almo Nature,NB,NB,4,2,2,J,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-68,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Lam,€ 1.95,38%,58%,4%,0.88,Daily – Blik 85g – Mousse,2.1%,Mousse,Medpets,Almo Nature,Almo Nature,NB,NB,4,3,3,J,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-69,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Oceaanvis,€ 2.10,44%,53%,3%,0.80,Daily – Blik 85g – Mousse,2.2%,Mousse,Zooplus,Almo Nature,Almo Nature,NB,NB,4,2,2,J,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-70,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Steur,€ 2.00,38%,58%,4%,0.88,Daily – Blik 85g – Mousse,2.1%,Mousse,PetsPlace,Almo Nature,Almo Nature,NB,NB,4,3,3,J,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-71,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Tonijn en kabeljauw,€ 2.26,44%,53%,3%,0.80,Daily – Blik 85g – Mousse,2.2%,Mousse,Medpets,Almo Nature,Almo Nature,NB,NB,4,2,2,J,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-72,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Tonijn en kip,€ 2.10,44%,53%,3%,0.80,Daily – Blik 85g – Mousse,2.2%,Mousse,Zooplus,Almo Nature,Almo Nature,NB,NB,4,2,2,J,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-73,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Tonijn en zalm,€ 1.79,38%,58%,4%,0.88,Daily – Blik 85g – Mousse,2.1%,Mousse,Brekz,Almo Nature,Almo Nature,NB,NB,4,3,3,J,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-74,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Zalm,€ 2.33,44%,53%,3%,0.80,Daily – Blik 85g – Mousse,2.2%,Mousse,Zooplus,Almo Nature,Almo Nature,NB,NB,4,2,2,J,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-75,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Eend,€ 1.43,44%,53%,3%,0.80,Daily – Kuipje,2.2%,Paté,CutieCat,Almo Nature,Almo Nature,NB,NB,4,2,2,J,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-76,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kalf,€ 1.43,44%,53%,3%,0.80,Daily – Kuipje,2.2%,Paté,CutieCat,Almo Nature,Almo Nature,NB,NB,4,2,2,J,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-77,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kalkoen,€ 1.43,44%,53%,3%,0.80,Daily – Kuipje,2.2%,Paté,CutieCat,Almo Nature,Almo Nature,NB,NB,4,2,2,J,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-78,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip,€ 1.43,44%,53%,3%,0.80,Daily – Kuipje,2.2%,Paté,CutieCat,Almo Nature,Almo Nature,NB,NB,4,2,2,J,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-79,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Konijn,€ 1.43,44%,53%,3%,0.80,Daily – Kuipje,2.2%,Paté,CutieCat,Almo Nature,Almo Nature,NB,NB,4,2,2,J,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-80,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Rund,€ 1.43,44%,53%,3%,0.80,Daily – Kuipje,2.2%,Paté,CutieCat,Almo Nature,Almo Nature,NB,NB,4,2,2,J,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-81,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Zalm,€ 1.43,44%,53%,3%,0.80,Daily – Kuipje,2.2%,Paté,CutieCat,Almo Nature,Almo Nature,NB,NB,4,2,2,J,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-82,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Eend en kip,€ 2.36,41%,56%,3%,0.76,Daily – Pouch,4.4%,Paté,Zooplus,Almo Nature,Almo Nature,NB,NB,4,3,2,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-83,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kabeljauw en garnalen,€ 2.36,41%,56%,3%,0.76,Daily – Pouch,4.4%,Paté,Zooplus,Almo Nature,Almo Nature,NB,NB,4,3,2,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-84,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kalf en lam,€ 2.36,41%,56%,3%,0.76,Daily – Pouch,4.4%,Paté,Zooplus,Almo Nature,Almo Nature,NB,NB,4,3,2,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-85,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip en rund,€ 2.36,41%,56%,3%,0.76,Daily – Pouch,4.4%,Paté,Zooplus,Almo Nature,Almo Nature,NB,NB,4,3,2,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-86,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip en zalm,€ 2.36,41%,56%,3%,0.76,Daily – Pouch,4.4%,Paté,Zooplus,Almo Nature,Almo Nature,NB,NB,4,3,2,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-87,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Tonijn en zalm,€ 2.36,41%,56%,3%,0.76,Daily – Pouch,4.4%,Paté,Zooplus,Almo Nature,Almo Nature,NB,NB,4,3,2,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-88,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip en groene bonen,€ 5.56,75%,25%,0%,0.68,HFC – Complete,2.7%,Vleesreepjes,PetsPlace,Almo Nature,Almo Nature,295,1.50,3,3,2,J,N,2,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg
1773261189-89,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip en wortel,€ 5.56,75%,25%,0%,0.68,HFC – Complete,2.7%,Vleesreepjes,PetsPlace,Almo Nature,Almo Nature,295,1.50,3,3,2,J,N,2,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg
1773261189-90,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Makreel en zoete aardappel,€ 5.59,62%,38%,0%,0.68,HFC – Complete,2.9%,Vleesreepjes,PetsPlace,Almo Nature,Almo Nature,444,1.00,4,4,2,J,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-91,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Tonijn en pompoen,€ 5.71,74%,26%,0%,0.66,HFC – Complete,2.7%,Vleesreepjes,PetsPlace,Almo Nature,Almo Nature,455,1.00,4,4,2,J,N,2,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg
1773261189-92,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip,€ 3.39,45%,46%,8%,0.73,Holistic – Anti-Hairball – Pouch,4.4%,Paté,Zooplus,Almo Nature,Almo Nature,NB,NB,4,2,2,J,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-93,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Rund,€ 3.08,45%,46%,8%,0.73,Holistic – Anti-Hairball – Pouch,4.4%,Paté,Zooplus,Almo Nature,Almo Nature,NB,NB,4,2,2,J,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
